date,aqi,pm2.5,pm10,co,no2,so2,o3,class
20141211,50,34,50,1.1,43,44,50,1
20141212,60,43,71,1.2,40,42,47,2
20141213,105,79,117,1.8,64,70,29,3
20141214,185,140,176,2.5,76,102,25,4
20141215,178,134,206,2.8,60,70,47,4
20141216,54,23,57,1.0,34,47,49,2
20141217,100,75,128,1.8,66,73,37,2
20141218,256,206,290,3.1,106,120,12,5
20141219,168,128,171,2.4,60,67,49,4
20141220,43,30,42,1.0,39,47,41,1
20141221,56,33,62,1.0,38,46,49,2
20141222,173,131,203,2.6,79,117,21,4
20141223,237,187,247,2.7,97,125,15,5
20141224,162,123,153,2.4,72,65,47,4
20141225,113,85,113,2.1,65,78,49,3
20141226,154,118,159,2.5,93,84,29,4
20141227,332,282,344,3.7,114,176,8,6
20141228,378,328,405,3.9,113,127,20,6
20141229,324,274,355,3.8,119,138,25,6
20141230,160,122,181,2.6,84,78,28,4
20141231,86,21,122,0.7,25,27,52,2
20150101,83,61,104,1.4,55,67,35,2
20150102,93,69,112,1.8,57,63,40,2
20150103,229,179,262,2.9,91,133,13,5
20150104,364,314,451,5.9,176,175,7,6
20150105,152,116,192,3.8,70,78,39,4
20150106,58,29,66,1.2,40,39,47,2
20150107,102,76,144,2.2,63,86,23,3
20150108,154,118,203,3.2,93,115,13,4
20150109,184,139,225,3.3,87,85,43,4
20150110,233,183,296,3.6,110,133,28,5
20150111,80,59,101,1.7,60,59,32,2
20150112,60,36,70,1.4,62,61,32,2
20150113,151,116,194,2.1,85,101,18,4
20150114,255,205,310,3.9,111,101,7,5
20150115,261,211,275,4.1,90,108,5,5
20150116,131,100,146,2.1,54,57,51,3
20150117,55,37,60,1.0,51,44,45,2
20150118,122,93,175,1.5,56,75,50,3
20150119,69,31,88,1.2,60,53,44,2
20150120,116,88,174,2.5,76,81,15,3
20150121,92,69,124,2.1,57,59,42,2
20150122,117,88,133,1.9,64,67,40,3
20150123,201,151,242,2.6,87,89,21,5
20150124,145,111,178,2.4,65,53,38,3
20150125,104,78,116,2.0,53,67,35,3
20150126,194,146,201,2.5,58,54,31,4
20150127,36,18,36,0.8,32,22,55,1
20150128,85,63,109,1.9,69,82,23,2
20150129,81,60,90,1.2,43,58,39,2
20150130,44,19,44,0.6,33,29,53,1
20150131,61,38,73,1.0,51,49,47,2
20150201,178,135,205,2.7,90,105,24,4
20150202,166,126,180,2.1,99,127,19,4
